minute_id,id,text,sentence,word_count,is_valid,confidence_score
h-tk-20192020-41-10,20,het wetsvoorstel voor wijziging van de Woningwet,"verzoekt de regering de aanscherping van de verkoopregels voor niet-DAEB, maatschappelijk en bedrijfsmatig onroerend goed weg te nemen in het wetsvoorstel voor wijziging van de Woningwet, dat naar de Tweede Kamer gezonden zal worden,",7,False,40
h-tk-20192020-41-10,21,"29453, nr. 502",Zij krijgt nr. 502 (29453).,5,True,100
h-tk-20192020-41-10,22,de Woningwet,"Na het goede algemeen overleg over de Woningwet en het Huurakkoord, rest ons nog twee moties en een vraag aan de minister.",2,True,95
h-tk-20192020-41-10,23,het Huurakkoord,"Na het goede algemeen overleg over de Woningwet en het Huurakkoord, rest ons nog twee moties en een vraag aan de minister.",2,True,90
h-tk-20192020-41-10,24,Motie,## Motie,1,True,85
h-tk-20192020-41-10,25,"29453, nr. 503",Zij krijgt nr. 503 (29453).,5,True,100
h-tk-20192020-41-10,26,een motie,Dan nog een motie inzake daklozen.,2,True,85
h-tk-20192020-41-10,27,"29453, nr. 504",Zij krijgt nr. 504 (29453).,5,True,100
h-tk-20192020-41-10,28,de markttoets,Als laatste een vraag over de markttoets.,2,True,75
h-tk-20192020-41-10,29,het algemeen overleg,De minister maakte tijdens het algemeen overleg duidelijk dat zij denkt dat de uitvoering van de wetgeving zoals zij die nu heeft voorgesteld niet zo complex is.,3,True,90
h-tk-20192020-41-10,30,de wetgeving,De minister maakte tijdens het algemeen overleg duidelijk dat zij denkt dat de uitvoering van de wetgeving zoals zij die nu heeft voorgesteld niet zo complex is.,2,False,40
h-tk-20192020-41-10,31,de eerste motie,Op de eerste motie hoor ik graag de reactie van de minister.,3,True,85
h-tk-20192020-41-10,32,de tweede motie,Ik heb een vraag over de tweede motie.,3,True,85
h-tk-20192020-41-10,33,het mondelinge vragenuurtje,Gisteren in het mondelinge vragenuurtje hadden we een debatje over een taakstelling voor provincies op het gebied van woningbouw.,3,True,90
h-tk-20192020-41-10,34,dit AO,In dit AO ging het specifiek over de daklozen.,2,True,90
h-tk-20192020-41-10,35,Twee moties,Twee moties.,2,False,30
h-tk-20192020-41-10,36,Motie,## Motie,1,True,85
h-tk-20192020-41-10,37,"29453, nr. 505",Zij krijgt nr. 505 (29453).,5,True,100
h-tk-20192020-41-10,38,een motie,Dan een motie over Vestia.,2,True,85
h-tk-20192020-41-10,39,Motie,## Motie,1,True,85
h-tk-20192020-41-10,40,"29453, nr. 506",Zij krijgt nr. 506 (29453).,5,True,100
h-tk-20192020-41-10,41,Twee moties,"Twee moties, ook namens mijn collega Paul Smeulders, voor wie ik dit VAO waarneem.",2,False,30
h-tk-20192020-41-10,42,Motie,## Motie,1,True,85
h-tk-20192020-41-10,43,"29453, nr. 507",Zij krijgt nr. 507 (29453).,5,True,100
h-tk-20192020-41-10,44,de volgende motie,Dan de volgende motie.,3,True,85
h-tk-20192020-41-10,45,"32847, nr. 446","constaterende dat woningbouwcorporaties vanwege hun schaal, organisatie en financiële middelen een voortrekkersrol moeten blijven vervullen in het verduurzamen van de gebouwde omgeving conform de aangenomen motie-Smeulders/Koerhuis (32847, nr. 446);",5,True,100
h-tk-20192020-41-10,46,de Woningwet,overwegende dat verduurzaming in de Woningwet alleen impliciet is opgenomen als kerntaak van woningbouwcorporaties;,2,True,95
h-tk-20192020-41-10,47,"29453, nr. 508",Zij krijgt nr. 508 (29453).,5,True,100
h-tk-20192020-41-10,48,een motie,Eerlijkheidshalve moet ik vertellen dat ik een motie had voorbereid samen met een collega over de markttoets.,2,False,40
h-tk-20192020-41-10,49,de markttoets,Eerlijkheidshalve moet ik vertellen dat ik een motie had voorbereid samen met een collega over de markttoets.,2,True,75
h-tk-20192020-41-10,50,het algemeen overleg,Ik herinnerde me echter dat we in het algemeen overleg hierover hebben gesproken met elkaar en dat de minister nog met een nadere uitleg van de markttoets komt.,3,True,90
h-tk-20192020-41-10,51,de volgende motie,Daarom de volgende motie.,3,True,85
h-tk-20192020-41-10,52,"29453, nr. 509",Zij krijgt nr. 509 (29453).,5,True,100
h-tk-20192020-41-10,53,motie op stuk nr. 497,De motie op stuk nr. 497 van mevrouw Beckerman en meneer Koerhuis verzoekt de regering om bij de integrale aanpak van schimmel en vocht niet alleen te focussen op de G40.,6,True,100
h-tk-20192020-41-10,54,Het WoonOnderzoek,Het WoonOnderzoek gaat juist over regio's en niet per se over die steden zelf.,2,True,90
h-tk-20192020-41-10,55,motie op stuk nr. 498,Dan de motie op stuk nr. 498 met het verzoek om het Vestia-bezit niet te verkopen.,6,True,100
h-tk-20192020-41-10,56,het herijkt verbeterplan van Vestia,De verkoop van woningen aan andere partijen dan corporaties is niet opgenomen in het herijkt verbeterplan van Vestia.,5,True,90
h-tk-20192020-41-10,57,de derde motie van mevrouw Beckerman,"Dan de derde motie van mevrouw Beckerman, over de zwarte lijst van verhuurders.",6,True,90
h-tk-20192020-41-10,58,motie op stuk nr. 500,Dan de motie op stuk nr. 500 over de afschaffing van de verhuurderheffing.,6,True,100
h-tk-20192020-41-10,59,een evaluatie van de verhuurderheffing,Ik zal wel overigens in 2020 een evaluatie van de verhuurderheffing naar de Kamer sturen.,5,False,20
h-tk-20192020-41-10,60,motie op stuk nr. 501,De motie op stuk nr. 501 is van de heer Koerhuis en de heer Ronnes.,6,True,100
h-tk-20192020-41-10,61,de Staat van de Corporatiesector,"In de Staat van de Corporatiesector, die binnenkort naar uw Kamer komt, staan ook cijfers over plannen van middenhuurcorporaties.",5,False,40
h-tk-20192020-41-10,62,de woondeals,"In het kader van de woondeals worden inderdaad ook afspraken gemaakt over middenhuur, die ontzettend belangrijke categorie, en over nieuwbouw door corporaties.",2,True,80
h-tk-20192020-41-10,63,motie op stuk nr. 502,Dan de motie op stuk nr. 502 met een verzoek om aanscherping van de verkoopregels voor niet-DAEB.,6,True,100
h-tk-20192020-41-10,64,het conceptwetsvoorstel woningwet,Dit is onderdeel van het conceptwetsvoorstel woningwet dat nu geconsulteerd wordt.,3,True,85
h-tk-20192020-41-10,65,motie op stuk nr. 503,Dan de motie op stuk nr. 503.,6,True,100
h-tk-20192020-41-10,66,het wetsvoorstel,Deze vermogensgrens zit in het wetsvoorstel.,2,True,85
h-tk-20192020-41-10,67,"29453, nr. 503","Op verzoek van de heer Ronnes stel ik voor zijn motie (29453, nr. 503) aan te houden.",5,True,100
h-tk-20192020-41-10,68,motie op stuk nr. 504,De heer Ronnes vraagt in motie op stuk nr. 504 om te onderzoeken of er überhaupt kwalitatieve ambities te formuleren zijn en of die afdwingbaar zijn.,6,True,100
h-tk-20192020-41-10,69,het overkoepelend plan,"In het overkoepelend plan dat dit voorjaar beschikbaar komt, gaat het kabinet ook in op instrumenten om lokaal voldoende huisvesting in combinatie met de noodzakelijke randvoorwaarden te realiseren.",3,False,20
h-tk-20192020-41-10,70,de markttoets,Dan vroeg de heer Ronnes nog of een en ander rond de markttoets snel beantwoord kan worden.,2,True,75
h-tk-20192020-41-10,71,motie-Nijboer op stuk nr. 505,De motie-Nijboer op stuk nr. 505 verzoekt ervoor te zorgen dat woningen van particuliere verhuurders onder dezelfde voorwaarden worden aangeboden als huurwoningen van woningcorporaties.,6,True,100
h-tk-20192020-41-10,72,het onderzoek naar de opgaven en middelen van corporaties naar aanleiding van de motie-Ronnes,Ook loopt de situatie bij Vestia mee in het onderzoek naar de opgaven en middelen van corporaties naar aanleiding van de motie-Ronnes.,14,True,85
h-tk-20192020-41-10,73,Dit onderzoek,Dit onderzoek zal ik voor de zomer nog aan de Kamer sturen.,2,False,20
h-tk-20192020-41-10,74,Die,Die verzoekt de regering in overleg met de betrokken gemeenten te voorkomen dat bepaalde woningen worden onttrokken uit het sociale segment.,1,True,90
h-tk-20192020-41-10,75,het verbeterplan,Bij de uitvoering van het verbeterplan moet Vestia ook rekening houden met de volkshuisvestelijke consequenties van haar beleid.,2,True,85
h-tk-20192020-41-10,76,het onderzoek,"Daarnaast onderzoekt Hamit Karakus mijn opdracht om de Vestiawoningen in de zogenaamde maatwerkgemeenten te verkopen aan andere corporaties, waarbij de omvang en het sociale segment lokaal kunnen worden bepaald.",2,True,85
h-tk-20192020-41-10,77,motie op stuk nr. 508,"Dan de motie op stuk nr. 508 van mevrouw Kröger, waarin verzocht wordt om verduurzaming expliciet als kerntaak op te nemen.",6,True,100
h-tk-20192020-41-10,78,de Woningwet,In de Woningwet is het in stand houden van de woningvoorraad genoemd als kerntaak binnen het gebied volkshuisvesting.,2,True,95
h-tk-20192020-41-10,79,de Woningwet,In mijn voorgenomen aanpassing van de Woningwet naar aanleiding van de evaluatie ben ik voornemens om de mogelijkheden voor corporaties om bij te dragen aan verduurzaming te vergroten.,2,True,95
h-tk-20192020-41-10,80,de evaluatie,In mijn voorgenomen aanpassing van de Woningwet naar aanleiding van de evaluatie ben ik voornemens om de mogelijkheden voor corporaties om bij te dragen aan verduurzaming te vergroten.,2,True,85
h-tk-20192020-41-10,81,Dat wetsvoorstel,"Dat wetsvoorstel dien ik nog voor de zomer bij de Kamer in, dus ik zou willen vragen om de motie aan te houden totdat we dat hebben kunnen bespreken.",2,False,20
h-tk-20192020-41-10,82,motie op stuk nr. 509,Dan de motie op stuk nr. 509 van mevrouw Dik-Faber.,6,True,100
h-tk-20192020-41-10,83,de woondeals,Als ik het zo mag interpreteren dat ik het maken van afspraken kan lezen als een onderdeel van de woondeals die we op dit moment maken — dat is de context voor onze afspraken op dit moment — dan zou ik de Kamer hier inderdaad in het najaar van 2020 over kunnen informeren en zou ik de motie oordeel Kamer kunnen geven.,2,True,80
h-tk-20192020-41-10,84,de motie,De minister vroeg mij nog om de motie aan te houden.,2,True,90
h-tk-20192020-41-10,85,"29453, nr. 502","Op verzoek van de heer Koerhuis stel ik voor zijn motie (29453, nr. 502) aan te houden.",5,True,100
h-tk-20192020-26-8,1,35300-XIII,Aan de orde is de voortzetting van de behandeling van: het wetsvoorstel Vaststelling van de begrotingsstaten van het Ministerie van Economische Zaken en Klimaat (XIII) voor het jaar 2020 (35300-XIII).,1,True,95
h-tk-20192020-26-8,2,schriftelijke antwoorden,"Door mij zijn schriftelijke antwoorden ontvangen van de minister van Economische Zaken en Klimaat op vragen, gesteld in eerste termijn.",2,True,80
h-tk-20192020-26-8,3,Het bijvoegsel,(Het bijvoegsel is opgenomen aan het eind van deze editie.),2,True,85
h-tk-20192020-26-8,4,het regeerakkoord,Ik probeer uit te dragen in dit debat dat in het regeerakkoord heel duidelijk besloten zit dat het wat mij betreft niet of-of is.,2,True,85
h-tk-20192020-26-8,5,de Klimaat- en Energieverkenning (KEV),Energie en klimaat komen aan de orde. De opvolging van de Klimaat- en Energieverkenning (KEV).,7,True,90
h-tk-20192020-26-8,6,de RES'en,"Dan komen alle vragen over de uitrol, inclusief de RES'en.",2,True,75
h-tk-20192020-26-8,7,de Wet milieubeheer,"Daarbinnen komen biomassa aan de orde, de Wet milieubeheer, alles rond warmtenetten, de Warmtewet en de energierekening.",3,True,90
h-tk-20192020-26-8,8,de Warmtewet,"Daarbinnen komen biomassa aan de orde, de Wet milieubeheer, alles rond warmtenetten, de Warmtewet en de energierekening.",2,True,90
h-tk-20192020-26-8,9,de Miljoenennota,Nederland is natuurlijk een rijk land. Dat hebben wij allemaal uit de Miljoenennota overgehouden.,2,True,90
h-tk-20192020-26-8,10,een fonds,In het kader van investeringen is in de Miljoenennota over een fonds gesproken.,2,True,70
h-tk-20192020-26-8,11,het eerste werk,Anders zou ik misschien moeten opbiechten dat ik van het eerste werk zeer onder de indruk was en het tweede warhoofdig vond.,3,True,75
h-tk-20192020-26-8,12,het tweede,Anders zou ik misschien moeten opbiechten dat ik van het eerste werk zeer onder de indruk was en het tweede warhoofdig vond.,2,True,75
h-tk-20192020-26-8,13,Invest-NL,"Invest-NL helpt daarbij, maar dat is dit niet.",1,True,85
h-tk-20192020-26-8,14,die groeibrief,"Ik begrijp dat hij inhoudelijk nog niet veel wil vooruitlopen op die brief, maar ik heb wel een vraag over die term ""langetermijnwaardecreatie"".",2,False,20
h-tk-20192020-26-8,15,dat investeringsfonds,"Ik hoop dat de minister die manier van denken ook wil meenemen bij het nadenken over die groeibrief en dat investeringsfonds, want mij gaat het ook om dat verdienvermogen.",2,False,40
h-tk-20192020-26-8,16,die groeibrief,"Ik ga nu niet een brief die er nog niet is, en een groeistrategie die er nog niet is, ontvouwen, maar sommige van die lessen kan ik al wel kwijt, omdat dat best universele lessen zijn.",2,False,10
h-tk-20192020-26-8,17,die groeibrief,"Gaat het verhogen van de scholingsgraad, in concreto een leven lang leren, waar het al twintig jaar over gaat maar wat nog nooit goed is ingevuld, deel uitmaken van die groeibrief?",2,False,20
h-tk-20192020-26-8,18,de doorrekening van het Klimaatakkoord,Ik wilde even naar de doorrekening van het Klimaatakkoord.,5,True,85
h-tk-20192020-26-8,19,de Klimaatwet,Om heel goede redenen zijn in de Klimaatwet afspraken gemaakt over hoe je een regering kan dwingen om op 49% uit te komen.,2,True,90
h-tk-20192020-26-8,20,de Klimaat- en Energieverkenning,Dat betekent dat je bij de Klimaat- en Energieverkenning elk jaar allereerst kijkt of de maatregelen wel worden genomen.,4,True,85
h-tk-20192020-26-8,21,die voortgangsmonitor,Daar hebben we ook die voortgangsmonitor voor.,2,True,80
h-tk-20192020-26-8,22,het Klimaatakkoord,"Ik zou wel knettergek zijn om met een Klimaatakkoord dat nog geen halfjaar oud is, eenzijdig mijn afspraken op te zeggen en partijen te gaan houden aan dingen die niet waren afgesproken.",2,True,90
h-tk-20192020-26-8,23,de Klimaat- en Energieverkenning,"Omdat we ook nog een apart debat hebben over de Klimaat- en Energieverkenning en over het klimaatplan, hou ik het nu even kort.",4,True,85
h-tk-20192020-26-8,24,het klimaatplan,"Omdat we ook nog een apart debat hebben over de Klimaat- en Energieverkenning en over het klimaatplan, hou ik het nu even kort.",2,True,80
h-tk-20192020-26-8,25,de Klimaatwet,De minister geeft zijn interpretatie van de Klimaatwet.,2,True,90
h-tk-20192020-26-8,26,De Klimaatwet,"De Klimaatwet spreekt niet over die tonnen, maar over een 49%-reductie in 2030.",2,True,90
h-tk-20192020-26-8,27,het Klimaatakkoord,"Ik begrijp de minister in zijn redenering over het Klimaatakkoord, maar niet in zijn interpretatie van de Klimaatwet.",2,True,90
h-tk-20192020-26-8,28,de Klimaatwet,Deze regering heeft conform het zonet door mij aangegeven ritme van de Klimaatwet het vaste voornemen om met wiskundige precisie die 49% te halen.,2,True,90
h-tk-20192020-26-8,29,het Klimaatakkoord,"Die 49% gaan we halen. Bij de 14% duurzame energie is de inzet precies om die te halen. Dat doen we onder andere door een extra maatregelenpakket, dat ik naar de Kamer heb gestuurd.",2,True,90
h-tk-20192020-26-8,30,Urgenda,En bij de 25% van Urgenda is opnieuw de inzet om die te halen.,1,True,85
h-tk-20192020-26-8,31,een Urgendapakket,"Daar hebben we een Urgendapakket van 0,5 miljard voor afgesproken.",2,True,80
h-tk-20192020-26-8,32,Urgenda,"Er zijn weer heel veel dingen waarop ik zou willen reageren, maar ook over Urgenda hebben we nog een apart debat.",1,True,85
h-tk-20192020-26-8,33,het Klimaatakkoord,"We hebben ook bij het Klimaatakkoord de voortdurende discussie: zet in op een doel met overshoot, zodat je zeker weet dat je het gaat halen en niet voortdurend achter de feiten aanloopt, wat we jaar in, jaar uit hebben laten zien als Nederland.",2,True,90
h-tk-20192020-26-8,34,het Klimaatakkoord,Het is vanaf dag één toch duidelijk geweest dat wij een tonnendoelstelling hadden om mee te starten? Uit de stukken is toch duidelijk dat de tonnendoelstelling wordt gehaald? Het is toch ook duidelijk dat we nu een Klimaatwet hebben om de regering te dwingen tot actie?,2,True,90
h-tk-20192020-26-8,35,de klimaatzaak,"De heer Van Raan heeft mij gevraagd waarom wij ons voor het doel niet laten inspireren door Denemarken. Ik kijk hem altijd aan als architect van de klimaatzaak, die ook in de Kamer sceptici zou kunnen helpen overhalen, maar hier noemt hij toch een wat verdacht voorbeeld, want Denemarken heeft inderdaad een ferm doel, dat overigens nog niet is ingevuld, waar nog geen klimaatakkoord onder ligt en waar nog geen strategie voor is, maar heeft in al zijn hernieuwbare energie wel 70% biomassa.",2,True,85
h-tk-20192020-26-8,36,die veroordeling door de rechter,"De minister houdt hier een heel betoog dat je je aan de wet moet houden, dat hij daarvan uitgaat, dat dat ook de doelstelling is en dat bedrijven dat ook moeten doen. Maar zelf, als overheid, gaat hij zich waarschijnlijk niet aan de wet houden; zie die veroordeling door de rechter.",5,True,85
h-tk-20192020-26-8,37,de SDE,De SDE wordt verbreed.,2,True,85
h-tk-20192020-26-8,38,een wetsvoorstel voor de CO2-heffing,Er komt binnenkort een wetsvoorstel voor de CO2-heffing.,5,False,20
h-tk-20192020-26-8,39,een extra openstellingsronde van de SDE,Overigens is een extra openstellingsronde van de SDE daar ook een beetje op gericht.,6,True,60
h-tk-20192020-26-8,40,In het Klimaatakkoord,In het Klimaatakkoord zijn er afspraken over leveringszekerheid gemaakt.,3,True,90
h-tk-20192020-26-8,41,In het Klimaatakkoord,In het Klimaatakkoord is echt afgesproken om een offensief te doen.,3,True,90
h-tk-20192020-26-8,42,de SDE,"Ik heb aangegeven dat ik de SDE nu nog niet geschikt vind, omdat de initiatieven roemloos ten onder zouden gaan in die SDE.",2,True,85
h-tk-20192020-26-8,43,SDE,Dat betekent dat ook dit op termijn in aanmerking moet komen voor SDE.,1,True,85
h-tk-20192020-26-8,44,de DEI-regeling,Stel dat de kosten net wat hoger zijn dan in de DEI-regeling mogelijk is.,2,True,85
h-tk-20192020-26-8,45,de SDE++,"Wat kunnen we dan doen, wetende dat de SDE++ nog niet herzien is en dat waterstof daar nog geen onderdeel van is?",2,True,85
h-tk-20192020-26-8,46,het investeringsfonds,Mag ik dan de vraag stellen of hij nu wil uitsluiten dat groene waterstof tot de projecten kan behoren die onder het investeringsfonds gaan vallen?,2,False,40
h-tk-20192020-26-8,47,In de Miljoenennota,"In de Miljoenennota staat dat wij denken aan kennisintensieve, innovatieve dan wel infrastructurele zaken als eerste denkrichting.",3,True,90
h-tk-20192020-26-8,48,het Klimaatakkoord,"We hebben in het Klimaatakkoord afspraken over gemaakt, zeer uitdrukkelijk.",2,True,90
h-tk-20192020-26-8,49,een Transitievisie Warmte,"We hebben ook een Transitievisie Warmte in het vooruitzicht gesteld, in 2021, waarin we ook weer kijken of we niet spaarzamer gebruik moeten maken van biomassa.",3,False,20
h-tk-20192020-26-8,50,een biomassakader,Ik wil de minister vragen hoe hij voorkomt dat we straks een biomassakader hebben en allerlei biomassacentrales hebben gesubsidieerd die helemaal niet duurzaam blijken te zijn.,2,False,20
h-tk-20192020-26-8,51,het Klimaatakkoord,"Er zijn dus uitstooteisen en er is luchtbehandeling, maar in het Klimaatakkoord staat ook dat we ons hebben voorgenomen om de uitstooteisen te bezien.",2,True,90
h-tk-20192020-26-8,52,een Schone Lucht Akkoord,Bovendien hebben we gezegd dat we een Schone Lucht Akkoord willen.,4,True,70
h-tk-20192020-26-8,53,de commissie-Remkes,"Ook de commissie-Remkes, die een aantal lelijke dingen zegt over biomassa, zegt dat het op stikstof geen wezenlijke invloed heeft.",2,True,85
h-tk-20192020-26-8,54,het Klimaatakkoord,"Dat betekent dus dat wat mij betreft de manier om hiermee om te gaan, is door te onderkennen dat hier gewoon serieuze vragen liggen. En nee, de zorgen zijn geen onzin; we moeten er recht aan doen. In het Klimaatakkoord is vastgelegd hoe we dat gaan doen op alle vier die punten.",2,True,90
h-tk-20192020-26-8,55,het energieakkoord,"Dit is misschien wel een beetje symptomatisch, ook voor de twijfel die ik heb over de uitvoering van het energieakkoord ...",2,True,85
h-tk-20192020-26-8,56,het Klimaatakkoord,"Met biomassa is het misschien wel verstandig om op een aantal onderdelen een pas op de plaats te maken. Vandaag is bij Winschoten een biomassacentrale voor een zwembad gesloten, omdat de emissies daar veel hoger zijn dan verondersteld werd. Dat betekent dat je met de prognoses van wat je kunt opwekken, of het nou biomassa is of andere onderdelen van het Klimaatakkoord, onderweg tegenvallers gaat krijgen.",2,True,90
h-tk-20192020-26-8,57,het Klimaatakkoord,We hebben hier allemaal onderkend in het Klimaatakkoord dat biomassa een noodzakelijk onderdeel is.,2,True,90
h-tk-20192020-26-8,58,het Klimaatakkoord,Onder het Klimaatakkoord liggen berekeningen van het Planbureau voor de Leefomgeving.,2,True,90
h-tk-20192020-26-8,59,"35334, nr. 13","Constaterende dat de Kamer met de motie-Ouwehand (35334, nr. 13) heeft uitgesproken dat er geen wildgroei van biomassacentrales mag komen;",5,True,95
h-tk-20192020-26-8,60,de Wet milieubeheer,Het eerste is de energiebesparing in het kader van de Wet milieubeheer.,3,True,90
h-tk-20192020-26-8,61,het Energieakkoord,"Toen is in het Energieakkoord door partijen zelf voorgesteld om daar een informatieplicht aan te koppelen, ook al omdat dit eruit kwam als een heel effectieve maatregel.",2,True,85
h-tk-20192020-26-8,62,In het Klimaatakkoord,In het Klimaatakkoord is afgesproken dat iemand zich daar om bekommert.,3,True,90
h-tk-20192020-26-8,63,de brief die wij in september hebben gekregen,"Begrijp ik nou goed dat als mkb'ers of ondernemers aangeven dat het hun financieel niet lukt om deze maatregel te nemen, zij dan recht hebben op uitstel? Dat is vraag een. De tweede vraag is: welke extra maatregelen is de minister bereid om te nemen om ervoor te zorgen dat die middelen er wél komen voor zo'n mkb'er? De minister gaf net macro heel mooi aan dat de kosten voor kapitaal en financiering enorm laag zijn. Macro gezien klopt dat, maar voor ondernemers die bij de bank €30.000 willen lenen voor een busje — het liefst €40.000, want dan kan hij nog elektrisch rijden ook — wordt het al een stuk ingewikkelder. Dus als de minister zegt dat hij naar die banken toe gaat om dat te regelen, slaan we volgens mij drie vliegen in één klap.",8,True,80
h-tk-20192020-26-8,64,het Klimaatakkoord,"In het Klimaatakkoord staat een aanscherping van precies deze wetgeving, dus een lijst en een informatieplicht.",2,True,90
h-tk-20192020-26-8,65,het akkoord,"De minister heeft een akkoord gesloten, ik niet.",2,True,90
h-tk-20192020-26-8,66,de Warmtewet,Er zijn ook nog zorgen over de Warmtewet.,2,True,90
h-tk-20192020-26-8,67,Warmtewet 2.0,Er komt een Warmtewet 2.0.,2,False,20
h-tk-20192020-26-8,68,de motie-Sienot,"De Kamer heeft ook gevraagd om een impactstudie. Dat was, als ik het goed heb, de motie-Sienot.",2,True,85
h-tk-20192020-26-8,69,het Klimaatakkoord,Uiteindelijk heeft het Klimaatakkoord daarmee ook een soort positief koopkrachteffect na 2020.,2,True,90
h-tk-20192020-26-8,70,de Miljoenennota,"De koopkrachtcijfers die met de Miljoenennota zijn gepresenteerd, geven koopkrachttoename weer voor alle inkomensgroepen.",2,True,90
h-tk-20192020-26-8,71,het Klimaatakkoord,"Ik had wel gedacht dat er meer nog in het vat zat dan het basispad, wat al best een stoer basispad was, maar ik ben verder gekomen dan ik in maart 2018 op het papiertje heb geschreven.",2,True,90
h-tk-20192020-26-8,72,het regeerakkoord,"De schadeafhandeling heb ik, anders dan in het regeerakkoord staat, geheel publiek gemaakt.",2,True,90
h-tk-20192020-26-8,73,dat rapport,Het is waar dat er naar aanleiding van dat rapport ook contact is geweest met de NAM.,2,True,80
h-tk-20192020-26-8,74,stuk nr. 12,Het amendement-Beckerman/Van Raan op stuk nr. 12 gaat over het stopzetten van de kasuitgaven van de middelen voor biomassa.,4,True,95
h-tk-20192020-26-8,75,stuk nummer 13,Dan het amendement op stuk nummer 13.,3,True,95
h-tk-20192020-26-8,76,stuk nr. 14,"U heeft het over het amendement op stuk nr. 13, maar dat is inmiddels vervangen door het amendement op stuk nr. 14.",4,True,95
h-tk-20192020-26-8,77,stuk nr. 16,Dan het amendement op stuk nr. 16.,4,True,95
h-tk-20192020-26-8,78,stuk nr. 17,"Dan het amendement op stuk nr. 17, van de heer Van der Lee.",4,True,95
h-tk-20192020-26-8,79,de Global Competetiveness Index,Het World Economic Forum publiceerde toen de Global Competetiveness Index.,4,True,85
h-tk-20192020-26-8,80,de Franchisewet,Dat is het moment waarop ik graag over de Franchisewet begin.,2,False,20
h-tk-20192020-26-8,81,de brede welvaartsmonitor,"Dat is niet een mening van de heer Van Raan, voordat u dat zegt: een mening. Nee, dat is wat het CBS ons vertelt en wat de brede welvaartsmonitor ons duidelijk maakt.",3,True,85
h-tk-20192020-26-8,82,de schriftelijke beantwoording,"In de schriftelijke beantwoording heeft u kunnen lezen dat de eerst aangewezene voor dit onderwerp de minister voor Rechtsbescherming is, Sander Dekker.",3,True,80
h-tk-20192020-26-8,83,die brief,In die brief heeft u ook kunnen lezen dat er sprake is van een breed instrumentarium op het gebied van financiering.,2,True,80
h-tk-20192020-26-8,84,diezelfde brief,In diezelfde brief staat overigens dat acht op de tien mkb'ers wel financiering vinden.,2,True,80
